id,class,cap-color,does-bruise-or-bleed,stem-height
1149,p,e,f,6.22
1150,e,u,f,5.8
1151,p,n,t,12.18
1152,p,n,f,5.52
1153,e,e,t,5.0
1154,e,b,f,5.21
1155,p,n,f,8.33
1156,e,n,f,5.35
1157,p,y,t,7.08
1158,e,n,f,5.85
1159,e,n,f,3.68
1160,e,y,f,6.65
1161,p,n,f,4.77
1162,p,e,f,7.8
1163,p,y,f,6.81
1164,p,y,f,10.59
1165,p,y,f,7.05
1166,p,u,f,3.83
1167,p,y,f,5.75
1168,p,g,t,4.61
1169,e,n,f,5.13
1170,e,n,f,4.52
1171,p,n,f,5.72
1172,e,n,f,4.87
1173,p,n,f,4.33
1174,p,r,f,5.19
1175,e,o,f,6.28
1176,e,y,f,6.9
1177,p,e,f,4.28
1178,e,n,t,4.45
1179,p,n,f,12.29
1180,p,n,f,4.99
1181,p,r,t,5.96
1182,e,g,f,2.59
1183,p,r,f,5.29
1184,p,n,f,3.49
1185,p,w,f,12.33
1186,e,y,t,8.56
1187,e,w,f,5.32
1188,e,n,f,5.51
1189,p,y,f,5.2
1190,e,n,f,6.95
1191,e,g,f,6.19
1192,e,w,f,3.64
1193,p,y,f,4.54
1194,p,n,f,5.17
1195,p,w,f,3.91
1196,e,n,f,6.49
1197,e,n,f,5.91
1198,p,n,f,7.04
1199,e,y,f,3.77
1200,e,n,f,5.79
1201,p,l,f,4.17
1202,p,u,f,5.72
1203,p,u,f,4.77
1204,e,n,t,6.66
1205,p,n,f,4.96
1206,e,n,f,4.43
1207,e,n,f,6.33
1208,p,w,t,8.44
1209,p,n,f,8.23
1210,p,o,f,4.35
1211,p,w,t,5.97
1212,e,w,t,5.34
1213,p,r,t,4.57
1214,p,n,f,5.08
1215,p,n,f,7.82
1216,p,g,t,9.16
1217,e,y,f,5.81
1218,p,n,t,4.53
1219,p,y,f,3.72
1220,e,n,f,4.92
1221,p,r,t,4.74
1222,e,b,f,5.08
1223,p,y,t,9.47
1224,p,n,f,6.0
1225,p,n,f,4.63
1226,p,w,t,6.55
1227,p,p,f,3.75
1228,p,w,f,11.37
1229,p,n,f,4.86
1230,p,n,f,5.79
1231,e,y,f,7.98
1232,p,u,f,6.31
1233,p,w,t,9.03
1234,e,b,f,4.96
1235,e,u,t,4.15
1236,e,y,f,6.17
1237,e,n,f,5.92
1238,p,n,f,5.68
1239,p,n,f,5.42
1240,p,n,f,5.41
1241,e,k,f,9.59
1242,p,o,f,3.45
1243,p,w,t,7.3
1244,e,n,f,5.11
1245,e,n,f,4.43
1246,e,n,f,6.24
1247,e,y,t,6.74
1248,p,n,f,8.22
1249,e,n,f,5.19
1250,p,o,f,2.76
1251,p,o,f,4.41
1252,p,u,f,3.12
1253,e,b,f,6.44
1254,e,w,f,6.88
1255,p,y,f,2.82
1256,e,p,t,6.74
1257,e,g,f,4.62
1258,p,n,f,6.73
1259,e,p,t,9.42
1260,p,n,f,4.72
1261,e,g,f,4.72
1262,p,n,f,5.44
1263,e,n,f,4.43
1264,e,l,f,5.46
1265,e,n,f,6.49
1266,p,w,f,12.25
1267,p,r,t,5.2
1268,p,y,f,1.89
1269,p,o,f,6.59
1270,p,n,f,6.99
1271,p,y,f,7.61
1272,p,o,f,17.96
1273,e,n,f,6.37
1274,e,y,f,7.96
1275,p,r,f,10.85
1276,p,n,f,4.98
1277,e,g,f,4.86
1278,p,g,t,5.17
1279,e,p,t,5.43
1280,p,n,f,7.93
1281,p,n,f,5.59
1282,p,n,f,5.51
1283,p,w,f,6.53
1284,p,w,f,8.09
1285,p,g,t,7.96
1286,p,e,f,5.46
1287,p,e,f,1.25
1288,p,y,f,5.76
1289,p,r,t,4.44
1290,e,g,f,4.39
1291,p,o,f,6.23
1292,e,n,f,6.96
1293,e,g,f,4.28
1294,p,y,f,5.99
1295,e,w,t,7.1
1296,p,y,f,5.99
1297,p,n,f,4.99
1298,e,y,t,7.57
1299,e,w,f,15.26
1300,p,y,f,5.07
1301,e,n,f,6.02
1302,p,o,f,5.5
1303,e,n,f,5.54
1304,p,n,f,7.0
1305,p,n,f,5.21
1306,e,n,f,5.08
1307,e,n,f,4.92
1308,p,n,f,4.14
1309,e,n,f,5.19
1310,p,n,f,5.96
1311,p,n,f,4.6
1312,e,n,f,5.46
1313,p,o,f,6.65
1314,p,g,f,3.36
1315,e,n,f,4.24
1316,p,n,f,10.28
1317,p,e,t,5.52
1318,e,y,f,6.71
1319,p,e,f,4.76
1320,p,o,t,4.88
1321,p,n,f,5.96
1322,p,g,f,4.94
1323,p,g,f,11.31
1324,e,n,f,6.23
1325,e,w,f,3.94
1326,p,n,f,4.67
1327,p,n,f,2.18
1328,p,w,f,3.76
1329,p,n,f,8.18
1330,p,n,f,3.01
1331,e,n,t,9.03
1332,p,w,f,2.78
1333,p,y,f,7.09
1334,p,e,f,11.46
1335,e,n,f,5.47
1336,p,y,f,1.44
1337,e,e,f,6.04
1338,e,y,f,6.75
1339,e,n,f,6.15
1340,e,n,f,6.12
1341,e,n,t,12.24
1342,e,y,f,6.0
1343,p,w,f,5.55
1344,p,e,f,6.25
1345,p,n,f,4.48
1346,p,w,f,4.21
1347,e,n,f,6.83
1348,p,n,f,4.84
1349,e,n,f,6.36
1350,p,n,t,9.35
1351,e,u,f,5.68
1352,p,n,f,9.79
1353,p,n,f,10.19
1354,e,g,f,6.28
1355,e,g,f,7.21
1356,p,n,f,11.28
1357,p,n,f,10.44
1358,p,n,f,7.42
1359,p,n,f,5.98
1360,p,g,f,11.15
1361,e,n,f,4.61
1362,e,n,f,5.87
1363,e,n,f,5.9
1364,e,n,f,7.95
1365,e,n,t,7.68
1366,e,g,f,7.68
1367,p,n,t,6.48
1368,e,n,f,3.22
1369,p,w,t,7.62
1370,p,e,f,5.88
1371,p,y,f,7.03
1372,e,l,f,6.96
1373,p,n,f,4.95
1374,e,w,f,8.38
1375,p,w,f,2.92
1376,p,n,f,7.42
1377,e,b,f,2.54
1378,e,w,f,2.95
1379,p,n,f,4.75
1380,e,n,f,5.32
1381,p,w,f,8.23
1382,p,l,f,4.1
1383,p,e,f,6.35
1384,p,n,f,9.39
1385,p,r,t,5.58
1386,p,y,f,10.87
1387,p,n,t,9.78
1388,p,w,f,9.61
1389,p,n,f,4.48
1390,e,e,t,5.28
1391,e,w,f,3.24
1392,p,y,f,7.03
1393,p,w,f,5.64
1394,e,w,f,4.64
1395,e,n,f,8.34
1396,e,w,t,6.67
1397,p,y,t,4.35
1398,p,n,f,6.4
1399,p,n,f,4.54
1400,e,n,f,12.86
1401,e,g,f,6.9
1402,e,u,f,6.27
1403,p,y,f,7.89
1404,p,w,f,3.67
1405,e,o,f,6.38
1406,p,b,f,4.11
1407,e,n,t,9.61
1408,p,n,t,8.41
1409,e,l,f,8.44
1410,e,n,f,4.7
1411,p,r,f,10.85
1412,e,p,f,7.11
1413,p,y,f,9.04
1414,e,o,f,4.25
1415,p,y,f,6.99
1416,p,e,f,3.81
1417,e,n,t,10.44
1418,e,w,f,19.41
1419,p,w,t,8.24
1420,p,u,f,3.78
1421,e,e,t,7.11
1422,p,n,f,4.8
1423,p,w,f,3.22
1424,e,b,f,5.17
1425,p,y,f,5.24
1426,p,g,f,5.7
1427,e,w,t,5.56
1428,e,y,f,7.03
1429,p,o,f,6.35
1430,e,y,f,6.11
1431,e,e,f,5.73
1432,e,n,f,8.1
1433,e,n,f,4.82
1434,p,o,f,2.64
1435,e,e,t,5.95
1436,e,n,t,12.07
1437,e,w,f,22.36
1438,e,w,f,3.37
1439,p,u,f,4.35
1440,e,n,f,4.6
1441,p,e,f,13.81
1442,e,y,t,8.88
1443,e,w,f,21.34
1444,p,o,f,3.22
1445,e,y,f,7.15
1446,p,n,f,5.15
1447,e,n,f,8.47
1448,p,r,t,5.75
1449,p,n,f,14.64
1450,e,y,t,8.96
1451,p,n,f,5.94
1452,e,n,f,5.87
1453,p,n,f,8.64
1454,p,n,f,3.96
1455,e,n,f,7.15
1456,p,n,f,5.19
1457,e,n,f,5.94
1458,e,w,f,3.97
1459,e,n,t,8.07
1460,p,n,f,4.82
1461,e,n,f,4.46
1462,e,n,f,4.09
1463,p,n,f,5.25
1464,p,e,f,5.98
1465,e,n,f,7.23
1466,e,g,f,3.35
1467,p,n,f,7.19
1468,e,n,f,5.16
1469,p,p,f,4.31
1470,e,n,t,6.2
1471,p,w,f,3.95
1472,e,w,f,3.54
1473,p,w,f,6.89
1474,p,y,f,4.46
1475,e,n,f,6.24
1476,e,n,t,8.26
1477,p,n,f,6.73
1478,p,e,f,4.52
1479,e,k,f,4.68
1480,e,n,f,7.61
1481,p,u,f,3.88
1482,e,n,t,9.03
1483,p,y,f,5.35
1484,e,w,f,3.99
1485,p,n,f,5.87
1486,e,y,f,3.76
1487,e,u,f,4.38
1488,p,g,f,10.64
1489,e,n,f,8.15
1490,p,n,f,5.05
1491,p,n,t,4.15
1492,e,g,f,6.65
1493,e,b,f,4.57
1494,e,w,t,7.12
1495,p,n,f,4.87
1496,e,g,f,4.14
1497,p,e,f,5.98
1498,p,p,t,8.28
1499,p,w,f,8.05
1500,p,b,f,3.95
1501,e,n,f,5.33
1502,p,y,f,6.53
1503,p,w,f,3.48
1504,p,p,f,4.23
1505,p,y,t,7.06
1506,p,u,f,3.84
1507,e,b,f,4.91
1508,p,n,f,5.03
1509,p,n,f,5.48
1510,e,n,f,12.43
1511,p,u,f,4.36
1512,p,u,f,5.6
1513,e,n,f,5.3
1514,e,w,f,12.37
1515,e,p,t,4.42
1516,e,w,f,5.22
1517,p,o,t,3.02
1518,e,w,f,6.54
1519,p,n,f,10.44
1520,e,b,f,6.07
1521,p,w,t,5.72
1522,e,w,f,3.53
1523,e,n,f,4.07
1524,e,n,f,5.53
1525,e,n,t,11.91
1526,p,n,f,8.51
1527,p,n,f,8.1
1528,e,n,f,5.97
1529,p,w,t,7.26
1530,p,r,t,4.65
1531,e,b,f,6.49
1532,e,y,f,6.77
1533,p,e,f,11.24
1534,p,p,t,7.95
1535,p,w,f,9.66
1536,p,y,f,3.4
1537,e,n,f,5.92
1538,p,n,f,5.66
1539,e,n,f,8.25
1540,p,y,f,8.15
1541,e,e,f,3.82
1542,e,n,t,7.54
1543,e,e,f,4.8
1544,e,w,f,20.7
1545,e,k,f,7.16
1546,e,n,f,7.92
1547,e,g,f,2.34
1548,p,n,f,11.92
1549,p,l,f,3.63
1550,p,g,f,2.91
1551,e,n,f,7.91
1552,p,w,f,7.99
1553,p,n,t,8.8
1554,e,w,t,6.46
1555,p,n,f,5.85
1556,e,n,t,4.41
1557,p,n,f,3.92
1558,p,l,f,3.73
1559,e,w,f,3.52
1560,p,n,t,5.93
1561,p,k,f,4.27
1562,p,n,f,7.06
1563,e,b,f,7.1
1564,p,n,f,6.21
1565,e,n,f,6.1
1566,p,g,f,5.29
1567,p,e,f,6.0
1568,p,w,f,12.92
1569,p,n,f,3.04
1570,p,o,f,4.57
1571,p,n,t,4.95
1572,e,k,f,4.48
1573,p,n,f,4.91
1574,p,e,f,3.6
1575,p,e,t,7.18
1576,p,y,f,5.87
1577,p,n,f,6.04
1578,e,n,f,8.12
1579,e,n,f,5.73
1580,p,y,f,11.22
1581,p,n,f,4.75
1582,p,n,f,14.74
1583,e,b,f,4.56
1584,e,w,f,3.51
1585,p,y,t,6.39
1586,e,n,f,4.69
1587,e,n,t,10.21
1588,p,y,f,4.76
1589,p,o,t,3.86
1590,p,o,f,6.19
1591,e,w,f,4.61
1592,p,w,f,11.93
1593,p,n,t,5.54
1594,p,n,f,8.55
1595,e,p,t,6.19
1596,e,g,t,11.05
1597,p,w,t,10.17
1598,p,r,f,5.07
1599,p,y,f,3.6
1600,p,w,t,8.41
1601,p,n,f,5.17
1602,p,w,t,5.78
1603,p,n,f,7.96
1604,e,n,f,8.12
1605,e,r,f,5.69
1606,e,w,f,4.84
1607,e,n,t,10.25
1608,p,o,f,6.18
1609,p,y,f,3.91
1610,e,n,f,4.09
1611,e,u,f,4.55
1612,p,o,f,6.22
1613,e,n,t,5.35
1614,p,n,f,6.57
1615,e,n,f,5.87
1616,e,n,t,12.24
1617,p,n,f,3.92
1618,e,w,f,5.77
1619,p,y,f,5.02
1620,e,y,f,6.78
1621,p,n,f,3.06
1622,p,y,f,4.75
1623,p,n,f,4.22
1624,p,g,f,7.03
1625,e,o,f,6.89
1626,p,w,f,3.4
1627,p,y,t,6.31
1628,e,r,f,5.99
1629,e,w,f,23.35
1630,e,o,f,2.92
1631,e,n,f,5.54
1632,e,w,f,13.84
1633,p,o,f,4.93
1634,p,n,f,5.68
1635,e,w,f,5.36
1636,p,n,f,6.32
1637,p,w,f,3.41
1638,e,w,f,3.86
1639,p,y,t,9.94
1640,p,n,f,6.08
1641,e,n,f,4.56
1642,e,y,f,8.47
1643,p,y,f,8.19
1644,e,n,t,7.71
1645,e,n,t,9.85
1646,e,y,f,5.9
1647,e,w,f,3.37
1648,p,e,f,4.53
1649,p,y,f,5.41
1650,e,w,f,3.62
1651,p,o,f,6.73
1652,p,n,f,5.63
1653,e,n,t,5.65
1654,e,n,f,6.49
1655,e,w,f,20.02
1656,p,n,f,5.32
1657,p,n,f,4.88
1658,p,n,f,6.0
1659,e,n,f,5.09
1660,e,n,f,6.38
1661,p,b,f,4.6
1662,e,n,f,4.61
1663,p,k,f,7.87
1664,e,e,f,10.09
1665,p,w,f,2.72
1666,e,w,f,2.98
1667,e,y,f,7.07
1668,p,n,f,4.97
1669,p,w,f,3.28
1670,p,y,t,5.37
1671,p,o,f,3.86
1672,p,n,f,2.38
1673,p,p,f,5.3
1674,e,g,t,5.38
1675,e,n,t,9.79
1676,p,n,t,7.04
1677,e,b,f,5.04
1678,e,n,f,6.63
1679,p,n,f,5.04
1680,e,w,f,3.69
1681,e,n,f,4.89
1682,e,n,t,6.64
1683,p,w,f,3.88
1684,p,w,f,12.84
1685,e,n,t,3.93
1686,p,e,t,7.02
1687,p,y,f,4.11
1688,e,r,f,6.31
1689,e,n,t,9.49
1690,p,w,f,7.68
1691,p,r,f,7.0
1692,e,n,f,12.15
1693,e,n,f,6.91
1694,e,p,f,4.32
1695,e,n,f,4.31
1696,p,g,t,4.97
1697,p,k,f,3.81
1698,p,n,f,5.7
1699,e,w,t,4.27
1700,e,w,f,2.26
1701,p,g,f,5.07
1702,e,n,f,4.97
1703,p,y,t,4.76
1704,p,g,f,11.45
1705,e,n,f,5.06
1706,p,n,t,5.63
1707,e,y,f,7.99
1708,e,n,t,9.3
1709,e,o,f,5.61
1710,p,y,f,7.04
1711,e,n,f,4.19
1712,e,n,f,5.65
1713,p,r,t,4.42
1714,e,w,f,6.71
1715,p,g,t,4.56
1716,p,o,f,5.81
1717,e,n,f,7.29
1718,p,g,f,5.97
1719,p,e,f,4.55
1720,e,n,t,9.12
1721,e,n,f,5.3
1722,e,w,f,3.28
1723,p,o,f,4.87
1724,e,n,t,9.06
1725,p,e,f,6.38
1726,p,w,f,9.62
1727,e,n,f,5.59
1728,p,n,f,4.86
1729,p,n,f,6.88
1730,e,g,f,5.26
1731,p,e,t,6.19
1732,e,n,f,4.6
1733,p,n,f,5.32
1734,p,u,f,3.99
1735,p,e,f,15.27
1736,p,y,f,7.78
1737,p,w,t,8.69
1738,e,g,f,5.91
1739,e,g,t,12.55
1740,p,w,t,7.16
1741,e,n,f,4.81
1742,e,n,f,7.28
1743,e,u,f,5.65
1744,e,u,t,4.92
1745,e,l,f,7.96
1746,e,y,f,6.05
1747,p,w,f,8.11
1748,e,n,t,9.66
1749,p,n,t,6.4
1750,p,n,f,5.63
1751,e,g,f,5.09
1752,p,n,f,6.34
1753,e,e,f,4.61
1754,e,r,f,5.92
1755,p,n,f,7.11
1756,e,y,f,7.65
1757,p,w,f,9.83
1758,e,n,f,5.52
1759,p,n,f,7.85
1760,e,n,f,5.28
1761,p,k,f,3.54
1762,p,n,f,11.79
1763,e,n,f,6.22
1764,p,e,f,7.89
1765,p,g,f,9.43
1766,p,n,f,11.64
1767,p,g,t,5.45
1768,e,y,f,6.49
1769,e,n,f,7.0
1770,p,g,f,10.62
1771,p,o,t,2.77
1772,p,w,f,4.13
1773,p,e,f,6.1
1774,p,n,f,4.88
1775,e,w,f,14.75
1776,e,w,f,3.32
1777,p,n,f,10.34
1778,p,g,t,9.98
1779,e,b,f,5.04
1780,e,n,f,5.92
1781,e,n,f,6.27
1782,e,g,f,4.72
1783,e,w,t,6.19
1784,p,n,f,2.46
1785,p,w,t,8.27
1786,p,w,f,2.89
1787,e,n,f,8.76
1788,e,n,f,4.8
1789,e,n,f,5.22
1790,p,n,f,5.73
1791,e,n,f,5.35
1792,p,n,t,3.98
1793,p,w,f,3.81
1794,p,n,f,10.61
1795,e,n,f,5.88
1796,p,w,t,7.27
1797,p,w,f,3.37
1798,e,y,f,6.83
1799,e,g,f,2.83
1800,p,w,f,2.85
1801,p,n,f,16.35
1802,p,n,f,5.08
1803,e,n,f,6.02
1804,e,g,f,4.92
1805,p,y,f,2.95
1806,e,o,f,8.65
1807,e,n,t,7.75
1808,p,n,f,4.93
1809,p,p,t,7.01
1810,e,y,f,6.4
1811,p,n,f,8.95
1812,e,n,t,8.87
1813,e,e,f,4.64
1814,e,y,f,5.02
1815,e,y,t,7.24
1816,e,u,t,5.21
1817,p,r,t,5.77
1818,e,u,f,4.86
1819,p,p,f,4.93
1820,p,y,f,5.22
1821,e,w,f,3.88
1822,e,n,f,8.16
1823,p,n,f,7.4
1824,e,n,f,6.49
1825,e,y,f,8.05
1826,p,n,f,5.86
1827,e,n,f,5.55
1828,p,w,f,2.69
1829,p,n,f,10.01
1830,p,w,f,12.45
1831,p,o,f,3.1
1832,p,n,f,9.71
1833,p,y,f,9.57
1834,e,n,t,6.55
1835,p,e,f,6.22
1836,e,g,f,6.24
1837,p,g,f,2.75
1838,p,y,t,3.81
1839,p,n,f,7.63
1840,e,p,f,6.55
1841,p,n,f,5.32
1842,e,n,f,4.12
1843,p,r,t,5.8
1844,e,n,f,5.1
1845,p,w,f,5.91
1846,p,w,f,2.91
1847,e,n,f,6.28
1848,p,g,f,3.12
1849,p,n,f,8.06
1850,e,w,f,5.94
1851,p,n,f,3.89
1852,p,n,f,3.68
1853,p,r,f,1.61
1854,e,g,f,4.99
1855,e,u,f,6.29
1856,e,k,f,3.68
1857,p,p,f,4.57
1858,p,o,f,3.76
1859,p,o,f,3.4
1860,e,n,f,6.08
1861,e,g,f,5.82
1862,p,n,f,5.38
1863,e,n,f,8.46
1864,e,n,t,12.07
1865,p,w,f,5.55
1866,e,n,f,5.84
1867,p,n,t,7.82
1868,p,y,f,2.4
1869,p,e,f,4.6
1870,e,n,f,6.09
1871,p,w,f,4.01
1872,p,n,f,4.79
1873,p,n,f,5.22
1874,e,p,t,4.63
1875,e,w,f,3.78
1876,p,y,t,6.61
1877,p,n,f,4.77
1878,p,n,f,9.62
1879,p,n,f,8.2
1880,p,w,t,8.13
1881,p,e,f,6.63
1882,p,e,f,3.9
1883,p,y,f,3.38
1884,e,n,f,5.55
1885,e,n,f,6.92
1886,p,n,f,3.92
1887,e,n,f,6.3
1888,e,w,t,6.29
1889,p,g,f,2.94
1890,p,y,f,5.1
1891,p,n,f,3.43
1892,p,w,f,6.16
1893,p,k,f,6.41
1894,p,n,f,3.2
1895,e,n,f,4.64
1896,p,w,t,6.8
1897,p,w,f,3.45
1898,e,y,f,6.12
1899,e,g,f,3.79
1900,e,n,t,4.97
1901,e,n,f,5.78
1902,p,e,f,5.68
1903,e,u,f,6.9
1904,p,n,f,4.87
1905,e,n,f,4.12
1906,p,e,f,3.62
1907,e,y,f,5.88
1908,p,n,f,2.9
1909,e,n,f,5.43
1910,e,n,f,6.15
1911,e,b,f,6.04
1912,p,y,t,8.33
1913,p,e,f,6.61
1914,p,n,f,7.34
1915,p,o,f,10.58
1916,e,u,t,4.62
1917,p,n,f,4.85
1918,e,n,f,7.79
1919,e,b,f,2.27
1920,e,n,f,10.07
1921,p,n,f,5.53
1922,e,g,f,4.87
1923,e,w,f,6.79
1924,p,r,t,4.55
1925,p,p,t,7.15
1926,p,u,f,3.74
1927,e,n,f,5.8
1928,p,n,f,5.44
1929,p,y,f,5.44
1930,p,o,f,3.34
1931,p,g,f,8.98
1932,e,n,f,13.96
1933,e,n,f,5.13
1934,e,n,f,6.59
1935,e,n,t,6.61
1936,e,w,t,4.71
1937,p,e,f,8.19
1938,p,w,f,4.17
1939,e,n,f,4.24
1940,e,y,f,8.34
1941,e,w,t,5.91
1942,p,n,f,5.16
1943,e,n,f,5.87
1944,e,n,f,5.96
1945,p,n,t,4.39
1946,e,n,f,4.78
1947,p,n,f,3.94
1948,e,y,f,7.0
1949,p,e,f,7.04
1950,e,n,f,5.09
1951,e,g,f,5.26
1952,p,n,f,3.8
1953,e,n,f,4.94
1954,e,e,f,4.21
1955,e,n,f,10.13
1956,p,y,t,5.53
1957,p,n,f,7.79
1958,e,g,f,7.48
1959,p,k,f,8.36
1960,p,o,f,8.97
1961,p,w,f,3.19
1962,p,g,f,11.14
1963,p,g,f,8.71
1964,e,n,f,5.63
1965,p,n,f,12.0
1966,p,w,f,4.77
1967,e,n,t,6.05
1968,p,y,f,8.44
1969,e,n,f,5.74
1970,e,y,f,6.75
1971,p,y,f,5.84
1972,e,w,t,4.81
1973,e,k,f,6.92
1974,p,w,f,3.87
1975,p,n,t,3.76
1976,e,n,f,4.22
1977,e,b,f,3.91
1978,e,p,f,4.17
1979,e,w,f,4.12
1980,p,n,f,5.14
1981,p,o,f,3.16
1982,e,n,f,4.33
1983,p,n,f,5.17
1984,p,n,f,3.99
1985,p,y,t,5.59
1986,e,w,f,6.26
1987,p,n,f,5.75
1988,p,y,f,2.06
1989,p,y,f,6.51
1990,p,g,f,3.46
1991,p,r,f,11.26
1992,e,y,f,7.54
1993,p,g,f,3.58
1994,e,y,f,6.54
1995,p,o,f,4.33
1996,e,n,f,7.39
1997,p,w,f,2.99
1998,e,u,f,5.75
1999,p,n,f,5.89
2000,p,y,f,7.23
2001,e,n,f,5.24
2002,p,w,t,7.65
2003,p,n,f,3.77
2004,p,g,f,4.73
2005,e,n,f,7.31
2006,p,n,f,11.75
2007,p,r,f,11.19
2008,e,u,f,6.71
2009,e,y,f,5.51
2010,p,y,f,6.99
2011,e,u,f,7.36
2012,p,w,t,6.33
2013,e,n,t,9.09
2014,e,p,t,4.56
2015,e,n,f,6.04
2016,e,n,f,5.41
2017,p,w,f,3.16
2018,p,y,f,5.59
2019,e,n,f,7.98
2020,e,n,f,5.19
2021,e,w,f,5.55
2022,p,u,f,3.96
2023,p,y,f,5.54
2024,p,p,f,4.64
2025,p,n,f,5.92
2026,e,n,f,6.24
2027,p,n,f,3.59
2028,p,o,f,5.65
2029,p,n,f,7.15
2030,p,e,f,17.41
2031,p,r,f,11.18
2032,e,n,f,12.92
2033,p,r,t,4.44
2034,e,n,f,4.83
2035,p,r,f,10.48
2036,e,o,t,6.06
2037,e,n,t,9.47
2038,e,u,t,4.7
2039,e,w,t,5.56
2040,e,g,f,5.92
2041,e,g,f,8.26
2042,e,g,f,2.82
2043,e,n,f,6.75
2044,e,b,f,6.19
2045,e,n,f,3.51
2046,p,g,t,6.11
2047,e,n,f,5.49
2048,p,n,f,8.12
2049,p,g,f,7.85
2050,e,k,f,3.26
2051,e,n,f,8.51
2052,p,n,f,9.0
2053,e,y,t,7.64
2054,p,w,f,6.02
2055,p,p,f,4.86
2056,p,y,f,3.78
2057,p,n,f,4.1
2058,e,n,f,5.85
2059,p,n,f,4.54
2060,p,n,f,3.76
2061,p,g,f,3.31
2062,p,y,f,6.98
2063,e,n,f,6.12
2064,e,w,f,4.48
2065,p,e,f,5.84
2066,e,n,f,5.2
2067,p,n,f,10.62
2068,p,p,f,3.09
2069,e,l,f,6.38
2070,e,n,f,5.37
2071,p,e,f,4.47
2072,p,n,f,6.51
2073,p,o,f,4.76
2074,p,y,f,3.51
2075,e,n,f,6.09
2076,e,n,f,11.69
2077,p,n,f,6.34
2078,p,p,f,4.27
2079,p,n,t,8.37
2080,p,p,t,8.72
2081,p,w,f,12.46
2082,p,n,f,4.92
2083,p,e,f,8.0
2084,p,n,f,11.45
2085,p,n,t,6.89
2086,e,y,f,6.33
2087,e,p,t,4.52
2088,p,w,f,6.31
2089,p,w,f,3.65
2090,p,g,f,3.89
2091,e,p,t,5.39
2092,p,n,f,8.16
2093,p,n,t,4.61
2094,p,e,f,6.1
2095,p,n,f,9.84
2096,e,w,f,5.11
2097,p,n,f,5.76
2098,e,g,f,5.5
2099,e,g,f,4.42
2100,e,n,f,7.64
2101,e,n,f,5.56
2102,p,y,f,4.21
2103,e,y,f,8.65
2104,p,n,f,4.8
2105,p,n,f,8.01
2106,p,n,f,5.94
2107,e,n,f,4.95
2108,p,o,t,3.24
2109,e,w,f,3.68
2110,e,n,f,5.55
2111,e,n,f,4.43
2112,e,n,f,4.83
2113,p,n,f,5.96
2114,e,g,f,4.59
2115,e,y,t,7.37
2116,e,w,f,8.22
2117,e,n,f,8.26
2118,p,w,f,3.64
2119,e,y,f,4.64
2120,p,y,f,4.94
2121,e,y,f,7.33
2122,p,u,f,2.79
2123,e,n,t,8.33
2124,e,n,f,4.67
2125,p,n,f,6.17
2126,p,n,f,4.95
2127,e,y,t,8.48
2128,e,n,f,7.92
2129,p,y,f,3.24
2130,p,y,f,2.95
2131,e,w,t,5.91
2132,e,n,f,8.79
2133,p,n,f,9.27
2134,p,g,f,5.27
2135,p,o,f,6.25
2136,e,n,f,20.05
2137,p,y,f,1.69
2138,p,p,f,5.2
2139,p,n,f,8.91
2140,p,n,f,9.04
2141,e,n,f,4.47
2142,p,o,t,5.99
2143,p,b,f,4.76
2144,e,p,t,5.74
2145,e,n,f,6.05
2146,p,n,f,8.14
2147,p,y,f,7.25
2148,p,y,f,4.75
2149,e,g,f,4.78
2150,p,r,t,4.96
2151,p,n,f,3.6
2152,e,n,f,6.9
2153,p,n,t,5.45
2154,e,y,t,7.74
2155,e,y,f,5.23
2156,p,k,f,7.97
2157,e,p,t,4.52
2158,e,w,f,7.09
2159,e,n,t,10.22
2160,p,u,f,6.76
2161,e,n,f,4.2
2162,p,e,f,4.16
2163,e,w,f,23.32
2164,p,n,f,6.36
2165,p,n,f,5.79
2166,p,n,f,6.85
2167,p,r,t,4.35
2168,p,l,f,4.59
2169,e,w,f,2.3
2170,e,e,f,6.23
2171,p,b,f,4.75
2172,e,n,t,7.01
2173,e,n,f,5.19
2174,e,w,f,4.5
2175,p,e,t,5.57
2176,e,w,f,8.22
2177,p,n,f,6.0
2178,p,n,t,7.63
2179,e,n,f,5.18
2180,p,n,f,6.84
2181,p,n,f,4.27
2182,e,n,t,10.32
2183,p,g,f,5.64
2184,e,u,t,4.29
2185,e,n,t,7.91
2186,e,y,f,6.17
2187,e,w,f,3.4
2188,e,n,f,5.84
2189,e,n,t,10.12
2190,e,n,t,9.03
2191,e,w,f,22.17
2192,e,n,t,5.29
2193,e,p,f,7.06
2194,e,o,f,8.81
2195,p,o,f,6.67
2196,p,n,f,6.19
2197,p,n,f,5.76
2198,e,n,f,4.7
2199,e,n,f,5.27
2200,e,r,f,7.82
2201,p,n,f,4.09
2202,p,o,f,5.34
2203,p,n,f,5.24
2204,p,o,f,3.51
2205,e,n,t,9.68
2206,p,n,f,5.32
2207,p,o,f,3.03
2208,e,e,t,5.98
2209,p,w,f,13.77
2210,p,e,f,7.08
2211,e,n,f,7.64
2212,p,g,f,10.94
2213,p,n,f,2.57
2214,p,y,f,15.81
2215,p,y,f,5.43
2216,p,n,t,8.19
2217,p,n,f,4.47
2218,e,e,t,5.68
2219,p,e,f,8.16
2220,e,o,f,6.15
2221,p,n,f,5.35
2222,p,y,t,4.58
